"","lon","lat","velocity_u_10","velocity_v_10","vel","date","day"
"9533",125.270066370467,9.5670577758729,-114.416666666667,-154,191.851957537866,2017-08-02,214
"9534",125.359897898879,9.5670577758729,-37.5833333333333,-75.75,84.5610397549867,2017-08-02,214
"9535",124.910740256819,9.65688930428486,-84.75,-51.75,99.3006797559815,2017-08-02,214
"9536",125.000571785231,9.65688930428486,-164.833333333333,-112.25,199.424397398557,2017-08-02,214
"9537",125.090403313643,9.65688930428486,-196.25,-166.25,257.202498043857,2017-08-02,214
"9538",125.180234842055,9.65688930428486,-207.5,-217.916666666667,300.905173785881,2017-08-02,214
"9539",125.270066370467,9.65688930428486,-163.75,-233.333333333333,285.058778051904,2017-08-02,214
"9540",125.359897898879,9.65688930428486,-61.1666666666667,-177.916666666667,188.137453445317,2017-08-02,214
"9541",124.910740256819,9.74672083269681,26.6666666666667,-38.5,46.8333333333333,2017-08-02,214
"9542",125.000571785231,9.74672083269681,-41.75,-71.4166666666667,82.7248619084842,2017-08-02,214
"9543",125.090403313643,9.74672083269681,-111.166666666667,-113.75,159.050590309429,2017-08-02,214
"9544",125.180234842055,9.74672083269681,-176.833333333333,-194.5,262.869316919601,2017-08-02,214
"9545",125.270066370467,9.74672083269681,-184.916666666667,-262.833333333333,321.365111239883,2017-08-02,214
"9546",125.359897898879,9.74672083269681,-82.9166666666667,-337.083333333333,347.131599285087,2017-08-02,214
"9547",124.910740256819,9.83655236110876,97.6666666666667,-28.4166666666667,101.716688513843,2017-08-02,214
"9548",125.000571785231,9.83655236110876,62.9166666666667,-31.8333333333333,70.5114746375053,2017-08-02,214
"9549",125.090403313643,9.83655236110876,6.83333333333333,-45.6666666666667,46.1750894843625,2017-08-02,214
"9550",125.180234842055,9.83655236110876,-80.5833333333333,-117.333333333333,142.340383314863,2017-08-02,214
"9551",125.270066370467,9.83655236110876,-176.5,-127.75,217.881418436727,2017-08-02,214
"9552",125.359897898879,9.83655236110876,-212.75,-482.583333333333,527.398555279697,2017-08-02,214
"9553",124.910740256819,9.5670577758729,-290.428571428571,-92.4285714285714,304.781554426063,2015-06-24,175
"9554",125.000571785231,9.5670577758729,-278.142857142857,-108.428571428571,298.530072323766,2015-06-24,175
"9555",125.090403313643,9.5670577758729,-243.285714285714,-113.571428571429,268.489121126472,2015-06-24,175
"9556",125.180234842055,9.5670577758729,-185,-117,218.892667762079,2015-06-24,175
"9557",125.270066370467,9.5670577758729,-97.4285714285714,-98.2857142857143,138.392225805012,2015-06-24,175
"9558",125.359897898879,9.5670577758729,-26.7142857142857,-34.8571428571429,43.916665053118,2015-06-24,175
"9559",124.910740256819,9.65688930428486,-244.714285714286,-72.7142857142857,255.288951934062,2015-06-24,175
"9560",125.000571785231,9.65688930428486,-317,-102.714285714286,333.225485954775,2015-06-24,175
"9561",125.090403313643,9.65688930428486,-327,-129.571428571429,351.735348098596,2015-06-24,175
"9562",125.180234842055,9.65688930428486,-304.285714285714,-174.285714285714,350.664093004187,2015-06-24,175
"9563",125.270066370467,9.65688930428486,-215.142857142857,-192,288.358195617173,2015-06-24,175
"9564",125.359897898879,9.65688930428486,-74,-147.571428571429,165.085815655411,2015-06-24,175
"9565",124.910740256819,9.74672083269681,-95.2857142857143,-45.5714285714286,105.622547067279,2015-06-24,175
"9566",125.000571785231,9.74672083269681,-205.285714285714,-63.8571428571429,214.988276851724,2015-06-24,175
"9567",125.090403313643,9.74672083269681,-282.285714285714,-97.4285714285714,298.626105724882,2015-06-24,175
"9568",125.180234842055,9.74672083269681,-334.714285714286,-176.571428571429,378.432454275502,2015-06-24,175
"9569",125.270066370467,9.74672083269681,-299.142857142857,-248.428571428571,388.848561887057,2015-06-24,175
"9570",125.359897898879,9.74672083269681,-122.428571428571,-368.857142857143,388.644242127393,2015-06-24,175
"9571",124.910740256819,9.83655236110876,26.4285714285714,-15.7142857142857,30.747490357187,2015-06-24,175
"9572",125.000571785231,9.83655236110876,-36.8571428571429,-19.4285714285714,41.6643536772976,2015-06-24,175
"9573",125.090403313643,9.83655236110876,-115.285714285714,-44,123.396904006411,2015-06-24,175
"9574",125.180234842055,9.83655236110876,-217.714285714286,-124.857142857143,250.975728560613,2015-06-24,175
"9575",125.270066370467,9.83655236110876,-331.142857142857,-133.571428571429,357.067106252238,2015-06-24,175
"9576",125.359897898879,9.83655236110876,-294.571428571429,-578.428571428571,649.116275235424,2015-06-24,175
"9577",124.910740256819,9.5670577758729,-207.333333333333,-99.6666666666667,230.04468165023,2013-08-05,217
"9578",125.000571785231,9.5670577758729,-204.166666666667,-160,259.391649398699,2013-08-05,217
"9579",125.090403313643,9.5670577758729,-184.833333333333,-190,265.072369573125,2013-08-05,217
"9580",125.180234842055,9.5670577758729,-157.166666666667,-199.166666666667,253.709917469188,2013-08-05,217
"9581",125.270066370467,9.5670577758729,-92.1666666666667,-151.166666666667,177.048172979999,2013-08-05,217
"9582",125.359897898879,9.5670577758729,-26.6666666666667,-24.5,36.2127202942711,2013-08-05,217
"9583",124.910740256819,9.65688930428486,-120.666666666667,-85.6666666666667,147.983857978572,2013-08-05,217
